lpa_name,uprn,decision_date,application_type_full,postcode,valid_date,description,lapsed_date,decision_target_date,lpa_app_no,status,site_name,url_planning_app,development_type,decision_process,decision_agency,site_number,application_type,street_name,cil_liability,decision,application_details_building_details,application_details_site_area,application_details_non_residential_details_site_area,application_details_non_residential_details_total_non_resi_gross_internal_floor_area_to_be_lost,application_details_non_residential_details_total_gia_gained,application_details_non_residential_details_total_gia_lost,application_details_non_residential_details_total_non_resi_gross_internal_floor_area_to_be_gained,is_full_planning,uid,floorspace_details_combined
Hillingdon,,,Full planning permission,UB3 4QQ,02/04/2025,"Redevelopment of site to deliver extension to existing Union Park data centre campus consisting of (a) free standing data centre building; (b) energy, power, and water infrastructure; (c) site access and internal roads; (d) site security arrangements; (e) hard and soft, green landscaping; and (f) other ancillary and auxiliary forms of development.",,30/01/2026,75111/APP/2025/739,Application Under Consideration,Union Park UP4,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=75111/APP/2025/739,,Committee,Borough,,All Other,NORTH HYDE GARDENS,True,Approved,"[{'no_storeys': 4, 'max_height': 35, 'building_ref': 'Data Centre Building (UP4)'}, {'no_storeys': 3, 'max_height': 28, 'building_ref': 'Energy Centre (EC4)'}]",0.907,,0.0,15410.0,0.0,15410.0,True,341,"[""{'gia_existing': 3500, 'use_class': 'SG', 'gia_gained': 15410, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hillingdon,,,Full planning permission,UB4 0RH,28/03/2025,"Hybrid planning application for a four-phased redevelopment to deliver a data centre campus comprising of:
Phase 1 - Full planning permission for (a) a data centre building; (b) energy, power, and water infrastructure; (c) site access and internal roads including a vehicular and pedestrian link between Uxbridge Road and Bullsbrook Road; (d) site security arrangements and security fencing; (e) hard and soft, green and blue, infrastructure; and (f) other ancillary and auxiliary forms of development;
Phase 2 - Outline planning permission for (a) an Innovation Hub; (b) hard and soft, green and blue, infrastructure; and (c) other ancillary and auxiliary forms of development (all matters reserved);
Phase 3 - Outline planning permission for (a) a data centre building; (b) energy, power, and water infrastructure; (c) internal roads; (d) site security arrangements and security fencing; (e) hard and soft, green and blue, infrastructure; and (f) other ancillary and auxiliary forms of development (all matters reserved); and
Phase 4 - Outline planning permission for (a) a data centre building; (b) energy, power, and water infrastructure; (c) internal roads; (d) site security arrangements and security fencing; (e) hard and soft, green and blue, infrastructure; and (f) other ancillary and auxiliary forms of development (all matters reserved).",,30/01/2026,78343/APP/2025/719,Application Under Consideration,Hayes Bridge Retail Park and Heathrow Interchange,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=78343/APP/2025/719,,Committee,Borough,,All Other,UXBRIDGE ROAD,True,Approved,"[{'no_storeys': 6, 'max_height': 41.6, 'building_ref': 'LON6'}]",1.8,,0.0,24114.0,9321.0,24114.0,True,350,"[""{'gia_existing': 9321, 'use_class': 'EA', 'gia_gained': 0, 'gia_lost': 9321}"", ""{'gia_existing': 0, 'use_class': 'B8', 'gia_gained': 24114, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hillingdon,,,Full planning permission,,01/11/2024,"Demolition of the existing building and structures on site, and all other associated site clearance works. Construction of a data centre building (Class B8) with plant at roof level with an emergency generator (1no.) and associated flue (provided within an external compound adjoining the data centre building), sprinkler tank and pumphouse, security guard house, and provision of one kiosk substation and MV Building. The development also comprises the construction of a new access and internal road and circulation areas, footpaths, provision of car and bicycle parking, hard and soft landscaping and other associated works and ancillary site infrastructure.",,05/12/2025,49261/APP/2024/2904,Application Under Consideration,"UNIT 4, SILVERDALE INDUSTRIAL ESTATE",http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=49261/APP/2024/2904,,Committee,Borough,,All Other,SILVERDALE ROAD,True,Approved,"[{'no_storeys': 2, 'max_height': 16, 'building_ref': 'Data Centre (maximum height to plant/lift over-run)'}]",0.44,,2278.45,1656.7,2278.45,1656.7,True,354,"[""{'gia_existing': 2278.45, 'use_class': 'B8', 'gia_gained': 1656.7, 'gia_lost': 2278.45}"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,,09/09/2020,,,30/06/2020,"Site clearance and preparation, including the demolition of remaining buildings, and the redevelopment of the site to provide: a new data centre (Use Class B8), two MV Energy Centres (including stand-by generation plant and gas storage), a HV Sub-Station, a visitor reception centre, plant, the creation of a new footpath and cycleway link to the canal towpath, works to the highway, car parking, cycle parking, associated infrastructure, enclosures and necessary physical security systems, hard and soft landscaping (including works to the River Crane) and ancillary uses, as well as associated external works.",09/09/2023,27/07/2020,C/2020/2124,No Objection to Proposal (OBS only),LAND AT,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=C/2020/2124,Notifications,Delegated,Borough,BULLS BRIDGE INDUSTRIAL ESTATE,All Other,,False,No Objection to Proposal (OBS only),,,,,,,,True,364,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,,,,,19/03/2025,"Site clearance and preparation, including demolition of all existing buildings on site and redevelopment of the site to provide: Construction of four data centre units within three buildings of approximately 67.9m AOD in height (Use Class B8, approximately 158,702sqm GEA), four industrial buildings ranging from approximately 41.3m to 46.2m AOD in height (Use Classes B8, B2 and E(g)(iii), approximately 23,389 GEA), central pavilion building of approximately 35m AOD in height (Use Class E(b), approximately 223 GEA), two substations (38.05m AOD in height), associated plant, enclosures and necessary physical security systems, internal roads, servicing, circulation, car and cycle parking and hard and soft landscaping works. This application is accompanied by an
Environmental Statement for the purposes of Environmental Impact Assessment under The Town and Country Planning (Environmental Impact Assessment) Regulations 2017 (as amended).",,09/04/2025,C/2025/0873,Application Received,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=C/2025/0873,Notifications,Delegated,Borough,,All Other,,False,,,,,,,,,True,368,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,,19/11/1996,,,02/08/1996,"Erection of 2 storey data building comprising computer hall,servicing area, ancillary storage, workshop and office and a 3 storey plantbuilding to house power and coaling equipment.",19/11/2001,27/09/1996,P/1996/1530,Approved,,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/1996/1530,Minor retail and service,Committee,Borough,,All Other,,False,Approved,,,,,,,,True,373,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,200003992262,23/02/2017,Full planning permission,UB2 5YG,01/03/2016,Change of use from mixed use (B1/B2/B8) of three units to a single unit in B8 use. Building to be used as a data storage centre with ancillary office accommodation. Addition of cladding and plant and equipment to elevations.,23/02/2020,31/05/2016,P/2016/0971,Lapsed,Unit 7,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2016/0971,Minor Offices-R and D-light industry,Delegated,Borough,Units 7-9 Trade City,All Other,Christopher Road,False,Approved,"[{'no_storeys': None, 'max_height': None, 'building_ref': None}, {'no_storeys': None, 'max_height': None, 'building_ref': None}]",,0.36,4984.0,3455.0,2492.0,6910.0,True,374,"[""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': None, 'gia_gained': 3455, 'use_class': 'B8', 'actual_commencement_date': None, 'superseded_by_lpa_app_no': None, 'gia_lost': 2492}"", ""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': None, 'gia_gained': 3455, 'use_class': 'B8', 'actual_commencement_date': None, 'superseded_by_lpa_app_no': None, 'gia_lost': 2492}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,100023518245,29/03/2012,Full planning permission,UB2 5XU,,"Erection of a 15,893 sq m, three storey data centre warehouse with associated parking, single storey gatehouse, new access road, and access onto Hayes Road",29/03/2015,,P/2011/3272,Completed,Western International Market,,New Build,,Borough,Western International Market,All Other,Hayes Road,,Approved,"[{'no_storeys': None, 'building_ref': None}]",1.06,1.06,0.0,15893.0,0.0,15893.0,True,376,"[""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': '01/09/2014', 'gia_gained': 0, 'use_class': 'B8', 'actual_commencement_date': '01/04/2014', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': '01/09/2014', 'gia_gained': 15893, 'use_class': 'SG', 'actual_commencement_date': '01/04/2014', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,,18/10/2000,Full planning permission,TW4 6NF,,Flexible use of the warehouse for use as a data centre with ancillary plant at the rear.,18/10/2005,,P/2000/1607,Completed,"UNIT 7, HASLEMERE HEATHROW ESTATE",,Change of Use,,Borough,"UNIT 7, HASLEMERE HEATHROW ESTATE",All Other,SILVER JUBILEE WAY,,Approved,"[{'no_storeys': None, 'building_ref': None}]",,0.2,2042.0,2042.0,2042.0,2042.0,True,377,"[""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': '01/12/2005', 'gia_gained': 0, 'use_class': 'B8', 'actual_commencement_date': '15/08/2005', 'superseded_by_lpa_app_no': None, 'gia_lost': 2042}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': '01/12/2005', 'gia_gained': 2042, 'use_class': 'SG', 'actual_commencement_date': '15/08/2005', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,10001262547,13/09/2007,Full planning permission,TW3 3TU,,"Change of use of part of the industrial/warehouse building, and extension of a mezzanine, to extend the existing data centre facilities within the building, together with extension to the western elevation of the building to house 3 generators, and the installation of 2x 50,000 litre underground fuel/oil storage tanks.",13/09/2010,,P/2007/1897,Completed,Excaliber Heathrow Gateway Plot 3,,New Build,,Borough,Excaliber Heathrow Gateway Plot 3,All Other,Godfrey Way,,Approved,"[{'no_storeys': None, 'building_ref': None}]",1.749,0.251,0.0,1710.0,0.0,1710.0,True,378,"[""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': '01/03/2008', 'gia_gained': 0, 'use_class': 'B8', 'actual_commencement_date': '01/11/2007', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': '01/03/2008', 'gia_gained': 1710, 'use_class': 'SG', 'actual_commencement_date': '01/11/2007', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Hounslow,,09/11/2000,Full planning permission,TW14 8RP,,Installation of mezzanine floors and erection of electrical plant and machinery to the rear of the building and extension to the permitted B2/B8 use to include as a data storage facility.,09/11/2005,,P/2000/1917,Completed,CARGO 30 BUILDING,,Change of Use,,Borough,CARGO 30 BUILDING,All Other,STAINES ROAD,,Approved,"[{'no_storeys': None, 'building_ref': None}]",0.942,0.001,0.0,6000.0,0.0,6000.0,True,379,"[""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': '31/12/2001', 'gia_gained': 6000, 'use_class': 'SG', 'actual_commencement_date': '31/03/2001', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,5300037504,29/11/2011,,EC1V 0AB,05/10/2011,Certificate of Lawfulness (Existing) for continued use of building as a data centre (B1 Use).,29/11/2014,30/11/2011,P112148,Insufficient Fee,,,,Delegated,,36 - 43,All Other,Great Sutton Street,False,Comment Issued,,,,,,,,True,387,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,10001298046,26/08/2014,Outline planning permission: Some matters reserved,,08/04/2013,"Hybrid planning application for demolition of existing buildings and comprehensive redevelopment comprising full planning permission for all elements (other than Block 9 submitted in outline with appearance reserved) for four blocks ranging from 7 to 9 storeys plus two towers of 42 storeys (up to 155m) and 36 storeys (up to 137m), providing up to 995 residential units; commercial floorspace (Class B1) up to 7,600sqm; affordable workspace (Class B1); relocated data centre; flexible retail/financial and professional services/restaurant/café/drinking establishment/health centre floorspace (Class A1/A2/A3/A4/D1) up to 3,650sqm; crèche (Class D1); and hotel (Class C1) of up to 190 beds; together with public open spaces, up to 1,223 cycle spaces, 225 car parking spaces and ancillary floorspace within a basement and other associated works. This proposal constitutes a departure from the development plan. This application may affect the character and appearance of a conservation area and the setting of a listed building. Town and Country Planning (Listed Building and Conservation Areas) Act 1990 (as amended); Section 67 and 73. AMENDMENTS RECEIVED 12/07/2013 INCLUDING DAYLIGHT AND SUNLIGHT INFORMATION RELATING TO AQUARELLE HOUSE.",26/08/2017,08/07/2013,P2013/1089/FUL,Commenced,Electricity Sub Station At 250 West Side Of Unit 2,,New Build,Delegated,Greater London Authority,,All Other,City Road,False,Approved,"[{'no_storeys': 42, 'building_ref': None}]",1.949,0.245,28022.0,11609.0,15031.0,19144.0,False,388,"[""{'gia_existing': 0, 'superseded_date': '23/03/2017', 'actual_completion_date': None, 'use_class': 'SG', 'gia_gained': 0, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': 'P2016/2994/S73', 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'A1', 'gia_gained': 715, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'A2', 'gia_gained': 714, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'A3', 'gia_gained': 715, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'A4', 'gia_gained': 714, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", ""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'B1', 'gia_gained': 7535, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 12991}"", ""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'B1a', 'gia_gained': 7535, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 12991}"", ""{'gia_existing': -1, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'B8', 'gia_gained': 0, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 2040}"", ""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'D1', 'gia_gained': 1216, 'actual_commencement_date': '01/01/2015', 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan]"
Islington,5300089440,25/02/2022,Full planning permission,EC2A 4DE,16/06/2021,"Change of use of parts lower ground, ground, first and second floor levels from data centre (Sui Generis) to office (Use Class E).",25/02/2025,11/08/2021,P2021/1761/FUL,Completed,,,,Delegated,Borough,21 - 27,All Other,Tabernacle Street,False,Approved,"[{'no_storeys': 6.0, 'max_height': 0.0, 'building_ref': 'N/A'}]",0.015,0.015,998.0,998.0,998.0,0.0,True,390,"[""{'gia_existing': 0.0, 'actual_completion_date': '01/11/2024', 'use_class': 'E(g)(i)', 'gia_gained': 998.0, 'gia_lost': 0.0}"", ""{'gia_existing': 998.0, 'actual_completion_date': '01/11/2024', 'use_class': 'SG', 'gia_gained': 0.0, 'gia_lost': 998.0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,5300089440,03/06/2014,,EC2A 4DE,01/04/2014,Certificate of Lawfulness for existing use of the property as a telecommunications switch hub with associated data storage and disaster recovery space (Sui Generis use).,03/06/2017,27/05/2014,P2014/1242/COL,Insufficient Fee,,,,Delegated,,21 - 27,All Other,Tabernacle Street,False,Comment Issued,,,,,,,,True,391,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,5300071604,22/02/2022,,,13/10/2021,"The proposals include the demolition of the existing Class E office building with B8 data storage center at basement level, and the provision of circa 30,000 sqm (GIA) of Class E office floorspace, with the incorporation of flexible Class E/F1 uses at ground floor level. The Site is allocated for comprehensive redevelopment within the emerging LBI Local Plan. The proposed scheme aims to deliver a best in class modern office building with outstanding sustainability and well-being credentials. 
16th November 2021 First review: £5208.00",22/02/2025,23/12/2021,Q2021/3003/DRP,Insufficient Fee,Castle House,,00 Not Required,Delegated,,37 - 45,All Other,Paul Street,False,Not Required,,0.268,,,,,,True,394,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,MAN00000000000000854003,27/03/2001,,,02/01/2001,"Change of use of the ground floor and basement from B1 to rack mounted storage facilities for computer data transfer 

 APPLICANT'S PLAN NOS.:  001128D-011D, 012C, 031, 101, 111,                         112",17/08/2006,27/02/2001,P002628,Insufficient Fee,,,,Committee,,,All Other,,False,Approved,,0.27,,,,,,True,395,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,MAN00000000000001046468,03/08/2001,,,26/06/2001,"Change of use of ground floor warehouse to electronic data storage/comms facility (retaining existing office space), including minor elevational changes to Brewery Road and part removal of existing flat roof. 

 APPLICANTS' PLAN NOS.:  LN08760/000A9001; 100A9002-8",03/08/2006,21/08/2001,P011320,Insufficient Fee,,,,Delegated,,,All Other,,False,Approved,,0.145,,,,,,True,402,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,10010439652,30/06/2022,Full planning permission,N1 8DY,06/06/2022,This application relates to the addresses 36a Islington Green and 1A Camden Walk who are owned by the applicant. There is no function on the Planning portal to input this data.,30/06/2025,01/08/2022,P2022/2116,Application Received,,,,Committee,,1A,All Other,Camden Walk,False,Withdrawn,"[{'no_storeys': 0, 'max_height': 0, 'building_ref': '0'}]",0.011,,0.0,0.0,0.0,0.0,True,404,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,5300102027,20/12/2021,Full planning permission,EC1V 9BJ,01/09/2021,"Proposed change of use of basement from Office (Class E) to Data Centre (Sui Generis), plus installation and adaptation of rooftop plant, plus all associated works and operations.",20/12/2024,27/10/2021,P2021/2555/FUL,Completed,,,Minor all other minor developments,Delegated,,138-140,All Other,Old Street,False,Approved,"[{'no_storeys': 0.0, 'max_height': 0.0, 'building_ref': '0'}]",0.045,0.045,352.0,352.0,352.0,352.0,True,407,"[""{'gia_existing': 352.0, 'actual_completion_date': '01/08/2022', 'use_class': 'B1a', 'gia_gained': 0.0, 'actual_commencement_date': '01/01/2022', 'gia_lost': 352.0}"", ""{'gia_existing': 0.0, 'actual_completion_date': '01/08/2022', 'use_class': 'B8', 'gia_gained': 352.0, 'actual_commencement_date': '01/01/2022', 'gia_lost': 0.0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Islington,10001298275,25/11/2013,,EC1M 6PB,01/08/2013,The replacement of 10 existing cooling towers with 8 smaller towers; installation of new low level roof mounted plants; installation of replacement internal plant; re-sitting of the existing control room; creation of a new visitor centre and data control centre; temporary removal of the existing doors at nos. 51-53; and creation of a new small atrium at roof level.,25/11/2016,26/09/2013,P2013/2800/FUL,Insufficient Fee,,,,Delegated,,47 - 53,All Other,Charterhouse Street,False,Approved,,0.303,,,,,,True,408,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Lewisham,,11/01/2000,Full planning permission,SE13,,The construction of a 5 storey building to provide offices and a data centre.,11/01/2005,,DC9945530,Superseded,"CAR PARK,NORTH OF RIVERDALE OFFICES",,New Build,,Borough,"CAR PARK,NORTH OF RIVERDALE OFFICES",All Other,MOLESWORTH STREET,,Approved,"[{'no_storeys': None, 'building_ref': None}]",,0.001,0.0,9851.0,0.0,19702.0,True,416,"[""{'gia_existing': 0, 'superseded_date': '09/08/2000', 'actual_completion_date': None, 'gia_gained': 9851, 'use_class': 'B1', 'actual_commencement_date': None, 'superseded_by_lpa_app_no': 'DC0046502', 'gia_lost': 0}"", ""{'gia_existing': 0, 'superseded_date': '09/08/2000', 'actual_completion_date': None, 'gia_gained': 9851, 'use_class': 'B1a', 'actual_commencement_date': None, 'superseded_by_lpa_app_no': 'DC0046502', 'gia_lost': 0}"", ""{'gia_existing': -1, 'superseded_date': '09/08/2000', 'actual_completion_date': None, 'gia_gained': 0, 'use_class': 'SG', 'actual_commencement_date': None, 'superseded_by_lpa_app_no': 'DC0046502', 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan]"
Newham,010096297449,20/12/2024,Outline planning permission: All matters reserved,E16 2AB,28/07/2023,"Hybrid planning application for a phased mixed-use redevelopment comprising up to 213,239sqm GEA: 1. Detailed component: a) Site wide enabling works relating to ground works, remediation, raising of site levels, utilities works, security fencing, new accesses to the public highway, and construction of a relocated access road serving Peruvian Wharf; and b) Construction of a 64,203 sqm GEA data centre building (including ancillary office space)(Use Class B8) of up to 63.760m AOD in height, a security gatehouse and sprinkler building; construction of a primary substation; public open space, utilities works, landscaping, security fencing, pedestrian and cycle route, construction of estate roads, cycle and car parking areas and associated access and public realm works. 2. Outline component (all matters reserved): development above raised ground levels to provide up to 144,755 sqm GEA of data centre floorspace (including ancillary office space) (Use Class B8) in two buildings of up to 65m AOD in height; construction of a 2,355 sqm GEA multi-function building of up to 15.5m AOD in height (Use Class E / F1); landscaping, utilities works, construction of estate roads, cycle and car parking areas and associated access.The application affects the setting of Listed Buildings/Structures.This is a Major Planning Application accompanied by an Environmental Statement for the purposes of Environmental Impact Assessment under the Town and Country Planning (Environmental Impact Assessment) Regulations 2017 (as amended). (RECONSULTATION - Amended Description, Plans and Reports.)",20/12/2027,17/11/2023,23/01697/OUT,Approved,Land At Former Paint Factory And Central Thameside West,,,Committee,,,All Other,North Woolwich Road,False,Approved,"[{'no_storeys': 7, 'max_height': 63.76, 'building_ref': 'LCY01 '}, {'no_storeys': 7, 'max_height': 65, 'building_ref': 'LCY02 '}, {'no_storeys': 7, 'max_height': 65, 'building_ref': 'LCY03 '}, {'no_storeys': 2, 'max_height': 15.5, 'building_ref': 'Multi-function building '}]",8.317,,0.0,212200.0,0.0,205365.0,False,421,"[""{'gia_existing': 0, 'use_class': 'B8', 'gia_gained': 205365, 'gia_lost': 0}"", ""{'gia_existing': 0, 'use_class': 'SpecifiedOther', 'gia_gained': 4970, 'gia_lost': 0}"", ""{'gia_existing': 0, 'use_class': 'SpecifiedOther', 'gia_gained': 320, 'gia_lost': 0}"", ""{'gia_existing': 0, 'use_class': 'SpecifiedOther', 'gia_gained': 95, 'gia_lost': 0}"", ""{'gia_existing': 0, 'use_class': 'SpecifiedOther', 'gia_gained': 1450, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan]"
Newham,010008984031,14/04/2025,Full planning permission,E16 4ST,02/01/2024,"Erection of a data centre (Use Class B8), comprising a Data Centre Building of approximately 72.3m AOD in height (approximately 59,923qm GEA including ancillary office space); a Plant Building of approximately 72.3m AOD in height (approximately 30,302sqm GEA), an Energy Centre of approximately 32.4m AOD in height (approximately 4,789sqm GEA), with associated works including landscaping, access, car and cycle parking, and servicing areas.This application is accompanied by an Environmental Statement for the purposes of Environmental Impact Assessment under The Town and Country Planning (Environmental Impact Assessment) Regulations 2017 (as amended).",14/04/2028,23/04/2024,24/00088/FUL,Approved,Land At Former EMR Site,,,Committee,,,All Other,Bidder Street,False,Approved,"[{'no_storeys': 0, 'max_height': 72.3, 'building_ref': 'Data Centre Building'}, {'no_storeys': 0, 'max_height': 72.3, 'building_ref': 'Plant Building'}, {'no_storeys': 0, 'max_height': 32.4, 'building_ref': 'Energy Centre Building'}]",1.974,,0.0,76180.0,0.0,76180.0,True,422,"[""{'gia_existing': 0, 'gia_gained': 76180, 'use_class': 'B8', 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Newham,010094880285,13/08/2020,,E16 4TG,22/06/2020,Application for a lawful development certificate for the proposed Data Centre use.,13/08/2025,17/08/2020,20/01187/CLP,Approved,"Galaxy Business Centre 
North Crescent
Canning Town
London
E16 4TG",,,Delegated,,,All Other,,False,Approved,,,,0.0,,,0.0,True,423,"[""{'gia_existing': 522.49, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'B8', 'gia_gained': 0, 'actual_commencement_date': None, 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Tower Hamlets,,05/09/2017,,,20/06/2017,"Application for a non-material amendment following the grant of planning permission PA/14/02147 dated 21/10/2013. Amendments proposed are for the reconfiguration of roof top plant layout on data centre/office roof space consisting of the installation of 2 generators (previously there were 3), 2 transformers and 8 dry air coolers, 2 heat pumps, 2 air source heat pumps, 1 adiabatic dry air cooler and 1 air handling unit. Amendments to the location and repositioning of roof lantern. ",05/09/2020,,PA/17/01653, ,"Block C, Trumans Brewery, 91 Brick Lane, London",,,,,,All Other,,,Approved,,0.124,,,,,,False,431,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Tower Hamlets,,29/10/2018,,E14 2AA,02/10/2018,We are seeking your comments on an environmental permit application received from Telehouse International Corporation of Europe Limited for Telehouse Docklands DatacentreCoriander AvenueLondonTower HamletsE14 2AA   ,29/10/2021,,PA/18/02851/NC, ,"Telehouse Docklands Datacentre, Telehouse, Telehouse Europe Ltd Coriander Avenue, London, Tower Hamlets, E14 2AA",,,,,,All Other,,,No Objection to Proposal (OBS only),,0.014,,0.0,,,0.0,False,433,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Tower Hamlets,,23/02/2018,,E14 9FT,14/11/2017,Change of use from light industrial (B1/B2) to data centre facility. Installation of two generator units,23/02/2021,,PA/17/02816/A1, ,"Units 3, 4, 5, 6, 7, 8,  Poplar Business Park, Astoria Way, LONDON, E14 9FT",,Other change of use,,,,All Other,,,Approved,,0.051,,0.0,,,420.0,True,435,"[""{'gia_existing': 0, 'superseded_date': None, 'actual_completion_date': None, 'use_class': 'B8', 'gia_gained': 420, 'actual_commencement_date': None, 'superseded_by_lpa_app_no': None, 'gia_lost': 0}"", nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
